Time,Status,Device_ID,Input_PPM,Output_PPM,Efficiency,Flow_Rate,Temp,Pressure,Energy_Cons,Runtime
2/19/2026, 5:21:06 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:06 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:06 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:06 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:06 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:06 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:07 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:07 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:07 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:07 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:07 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:07 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:07 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:07 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:07 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:08 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:08 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:08 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:08 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:08 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:08 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:08 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:08 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:08 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:08 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:09 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:09 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:09 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:09 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:09 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:09 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:09 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:09 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:09 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:09 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:10 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:10 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:10 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:10 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:10 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:10 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:10 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:10 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:10 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:10 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:11 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:11 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:11 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:11 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:11 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:11 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:11 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:11 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/19/2026, 5:21:11 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/19/2026, 5:21:11 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/19/2026, 5:21:12 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
