Time, Status, Device_ID, Input_PPM, Output_PPM, Efficiency, Flow_Rate, Temp, Pressure, Energy_Cons, Runtime
2/25/2026, 10:18:23 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:24 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:24 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:24 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:24 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:24 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:24 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:24 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:24 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:24 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:24 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:25 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:25 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:25 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:25 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:25 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:25 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:25 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:25 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:25 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:25 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:26 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:26 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:26 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:26 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:26 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:26 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:26 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:26 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:26 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:26 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:27 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:27 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:27 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:27 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:27 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:27 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:27 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:27 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:27 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:27 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:28 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/25/2026, 10:18:28 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/25/2026, 10:18:28 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/25/2026, 10:18:28 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
