Time, Status, Device_ID, Input_PPM, Output_PPM, Efficiency, Flow_Rate, Temp, Pressure, Energy_Cons, Runtime
2/24/2026, 10:47:59 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:47:59 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:47:59 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:47:59 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:47:59 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:47:59 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:47:59 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:47:59 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:47:59 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:00 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:00 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:00 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:00 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:00 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:00 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:00 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:00 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:00 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:00 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:01 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:01 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:01 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:01 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:01 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:01 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:01 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:01 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:01 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:01 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:02 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:02 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:02 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:02 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:02 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:02 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:02 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:02 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:02 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:02 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:03 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:03 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:03 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:03 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:03 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:03 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:03 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:03 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:03 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:03 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:04 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:04 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:04 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:04 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:04 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:04 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:04 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:04 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
2/24/2026, 10:48:04 AM,operating,ABS-06,140000,12600,91,2450,48,1.05,0.32,4200
2/24/2026, 10:48:04 AM,warning,ABS-06,158000,23700,85,2580,52,1.18,0.48,4201
2/24/2026, 10:48:05 AM,error,ABS-06,180000,54000,70,2700,58,1.3,0.65,4202
