Time, Status, Device_ID, Input_PPM, Output_PPM, Efficiency, Flow_Rate, Temp, Pressure, Energy_Cons, Runtime
2/23/2026, 3:54:38 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:38 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:38 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:38 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:39 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:39 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:39 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:39 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:39 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:39 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:39 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:39 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:39 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:39 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:40 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:40 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:40 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:40 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:40 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:40 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:40 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:40 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:40 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:40 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:41 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:41 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:41 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:41 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:41 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:41 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:41 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:41 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:41 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:42 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:42 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:42 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:42 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:42 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:42 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:42 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:42 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:42 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:42 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:43 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:43 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:43 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:43 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:43 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:43 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:43 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:43 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:43 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:43 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:44 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:44 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:44 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:44 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:44 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:44 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:44 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:44 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:44 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:44 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:45 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:45 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:45 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:45 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:45 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:45 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:45 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:45 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:45 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:45 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:46 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:46 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:46 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:46 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:46 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:46 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:46 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:46 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:46 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:46 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:47 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:47 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:47 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:47 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:47 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:47 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:47 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:47 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:47 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:47 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:48 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:48 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:48 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:48 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:48 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:48 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:48 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:48 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:48 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:48 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:49 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:49 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:49 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:49 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:49 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:49 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:49 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:49 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:49 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:49 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:50 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:50 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:50 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:50 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:50 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:50 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:50 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:50 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:50 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:51 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:51 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:51 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:51 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:51 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:51 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:51 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:51 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:51 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:51 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:52 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:52 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:52 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:52 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:52 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:52 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:52 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:52 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:52 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:52 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:53 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:53 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:53 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:53 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:53 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:53 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:53 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:53 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:53 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:53 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:54 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:54 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:54 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:54 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:54 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:54 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:54 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:54 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:54 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:54 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:55 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:55 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:55 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:55 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/23/2026, 3:54:55 PM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/23/2026, 3:54:55 PM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/23/2026, 3:54:55 PM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
